humidity,temperature
3.71,0.26
3.7083333333333335,0.2575
3.7066666666666666,0.255
3.705,0.2525
3.703333333333333,0.25
3.7016666666666667,0.2475
3.7,0.245
3.6983333333333333,0.2425
3.6966666666666668,0.24000000000000002
3.695,0.23750000000000002
3.6933333333333334,0.23500000000000001
3.6916666666666664,0.2325
3.69,0.23
3.6825,0.20416666666666666
3.675,0.17833333333333334
3.6675,0.15250000000000002
3.66,0.12666666666666668
3.6525,0.10083333333333336
3.645,0.07500000000000001
3.6375,0.049166666666666664
3.63,0.023333333333333345
3.6225,-0.0024999999999999745
3.615,-0.028333333333333294
3.6075,-0.05416666666666667
3.6,-0.08
3.59,-0.11583333333333334
3.58,-0.15166666666666667
3.5700000000000003,-0.1875
3.56,-0.22333333333333333
3.55,-0.25916666666666666
3.54,-0.29500000000000004
3.5300000000000002,-0.33083333333333337
3.52,-0.3666666666666667
3.51,-0.4025
3.5,-0.43833333333333335
3.49,-0.4741666666666667
3.48,-0.51
3.4699999999999998,-0.5425
3.46,-0.575
3.45,-0.6075
3.44,-0.64
3.4299999999999997,-0.6725
3.42,-0.7050000000000001
3.41,-0.7375
3.4,-0.77
3.3899999999999997,-0.8025
3.38,-0.835
3.37,-0.8675
3.36,-0.9
3.353333333333333,-0.9241666666666667
3.3466666666666667,-0.9483333333333334
3.34,-0.9725
3.333333333333333,-0.9966666666666667
3.3266666666666667,-1.0208333333333333
3.32,-1.045
3.313333333333333,-1.0691666666666666
3.3066666666666666,-1.0933333333333333
3.3,-1.1175
3.293333333333333,-1.1416666666666666
3.2866666666666666,-1.1658333333333333
3.28,-1.19
3.2783333333333333,-1.1925
3.2766666666666664,-1.1949999999999998
3.275,-1.1975
3.273333333333333,-1.2
3.2716666666666665,-1.2025
3.2699999999999996,-1.205
3.268333333333333,-1.2075
3.2666666666666666,-1.21
3.2649999999999997,-1.2125
3.263333333333333,-1.2149999999999999
3.2616666666666663,-1.2175
3.26,-1.22
3.265833333333333,-1.1883333333333332
3.2716666666666665,-1.1566666666666667
3.2775,-1.125
3.283333333333333,-1.0933333333333333
3.2891666666666666,-1.0616666666666665
3.295,-1.03
3.3008333333333333,-0.9983333333333333
3.3066666666666666,-0.9666666666666666
3.3125,-0.9349999999999999
3.3183333333333334,-0.9033333333333333
3.3241666666666667,-0.8716666666666666
3.33,-0.84
3.3408333333333333,-0.7899999999999999
3.3516666666666666,-0.74
3.3625,-0.69
3.3733333333333335,-0.64
3.3841666666666668,-0.59
3.395,-0.54
3.4058333333333333,-0.49
3.4166666666666665,-0.44
3.4275,-0.39
3.4383333333333335,-0.34
3.4491666666666667,-0.29000000000000004
3.46,-0.24
3.475,-0.16749999999999998
3.49,-0.095
3.505,-0.02250000000000002
3.52,0.04999999999999999
3.535,0.1225
3.55,0.19499999999999995
3.565,0.26749999999999996
3.58,0.33999999999999997
3.595,0.4125
3.6100000000000003,0.485
3.625,0.5575
3.64,0.63
3.6591666666666667,0.7125
3.6783333333333337,0.795
3.6975000000000002,0.8775
3.716666666666667,0.96
3.7358333333333333,1.0425
3.755,1.125
3.774166666666667,1.2075
3.7933333333333334,1.29
3.8125,1.3725
3.831666666666667,1.455
3.8508333333333336,1.5375
3.87,1.62
3.89,1.6916666666666669
3.91,1.7633333333333334
3.93,1.835
3.95,1.9066666666666667
3.97,1.9783333333333335
3.99,2.05
4.01,2.1216666666666666
4.03,2.1933333333333334
4.050000000000001,2.265
4.07,2.336666666666667
4.09,2.408333333333333
4.11,2.48
4.126666666666667,2.5458333333333334
4.1433333333333335,2.611666666666667
4.16,2.6775
4.176666666666667,2.743333333333333
4.193333333333333,2.8091666666666666
4.21,2.875
4.226666666666667,2.9408333333333334
4.243333333333333,3.006666666666667
4.26,3.0725
4.276666666666666,3.1383333333333336
4.293333333333333,3.2041666666666666
4.31,3.27
4.325833333333333,3.341666666666667
4.341666666666667,3.413333333333333
4.3575,3.485
4.373333333333333,3.5566666666666666
4.389166666666666,3.6283333333333334
4.404999999999999,3.7
4.420833333333333,3.7716666666666665
4.4366666666666665,3.8433333333333333
4.4525,3.915
4.468333333333334,3.9866666666666664
4.484166666666667,4.058333333333334
4.5,4.13
4.511666666666667,4.195
4.523333333333333,4.26
4.535,4.325
4.546666666666667,4.39
4.558333333333334,4.455
4.57,4.52
4.581666666666666,4.585
4.593333333333333,4.65
4.6049999999999995,4.715
4.616666666666666,4.78
4.628333333333333,4.845
4.64,4.91
4.641666666666667,4.8933333333333335
4.643333333333333,4.876666666666667
4.645,4.86
4.6466666666666665,4.843333333333334
4.648333333333333,4.826666666666667
4.65,4.8100000000000005
4.651666666666666,4.793333333333333
4.653333333333333,4.776666666666666
4.655,4.76
4.656666666666666,4.743333333333333
4.658333333333333,4.726666666666667
4.66,4.71
4.655,4.654166666666667
4.65,4.598333333333334
4.645,4.5425
4.64,4.486666666666666
4.635,4.430833333333333
4.63,4.375
4.625,4.319166666666667
4.62,4.263333333333334
4.615,4.2075
4.609999999999999,4.151666666666666
4.6049999999999995,4.095833333333333
4.6,4.04
4.596666666666667,4.014166666666667
4.593333333333333,3.9883333333333333
4.59,3.9625
4.586666666666666,3.9366666666666665
4.583333333333333,3.910833333333333
4.58,3.885
4.576666666666666,3.859166666666667
4.573333333333333,3.8333333333333335
4.569999999999999,3.8075
4.566666666666666,3.7816666666666667
4.563333333333333,3.7558333333333334
4.56,3.73
4.56,3.7175
4.56,3.705
4.56,3.6925
4.56,3.68
4.56,3.6675
4.56,3.6550000000000002
4.56,3.6425
4.56,3.63
4.56,3.6175
4.56,3.605
4.56,3.5925000000000002
4.56,3.58
4.5649999999999995,3.5841666666666665
4.569999999999999,3.5883333333333334
4.574999999999999,3.5925000000000002
4.58,3.5966666666666667
4.585,3.600833333333333
4.59,3.605
4.595,3.609166666666667
4.6,3.6133333333333333
4.605,3.6174999999999997
4.61,3.6216666666666666
4.615,3.6258333333333335
4.62,3.63
4.6275,3.645833333333333
4.635,3.6616666666666666
4.6425,3.6774999999999998
4.65,3.6933333333333334
4.6575,3.7091666666666665
4.665,3.7249999999999996
4.6725,3.7408333333333332
4.68,3.7566666666666664
4.6875,3.7725
4.695,3.788333333333333
4.7025,3.8041666666666667
4.71,3.82
4.72,3.8491666666666666
4.73,3.878333333333333
4.74,3.9074999999999998
4.75,3.9366666666666665
4.76,3.9658333333333333
4.77,3.995
4.78,4.024166666666667
4.79,4.053333333333333
4.8,4.0825
4.8100000000000005,4.111666666666666
4.82,4.140833333333333
4.83,4.17
4.838333333333333,4.206666666666667
4.846666666666667,4.243333333333333
4.855,4.28
4.863333333333333,4.316666666666666
4.871666666666666,4.3533333333333335
4.88,4.390000000000001
4.888333333333334,4.426666666666667
4.8966666666666665,4.463333333333334
4.904999999999999,4.5
4.913333333333333,4.536666666666667
4.921666666666667,4.573333333333333
4.93,4.61
4.935,4.6525
4.9399999999999995,4.695
4.945,4.737500000000001
4.95,4.78
4.955,4.8225
4.96,4.865
4.965,4.907500000000001
4.97,4.95
4.975,4.9925
4.98,5.035
4.985,5.077500000000001
4.99,5.12
4.995833333333334,5.164166666666667
5.001666666666667,5.208333333333334
5.0075,5.2525
5.013333333333334,5.296666666666667
5.019166666666667,5.340833333333333
5.025,5.385
5.030833333333333,5.429166666666667
5.036666666666666,5.473333333333334
5.0424999999999995,5.5175
5.048333333333333,5.561666666666667
5.054166666666666,5.605833333333334
5.06,5.65
5.071666666666666,5.6883333333333335
5.083333333333333,5.726666666666667
5.095,5.765000000000001
5.1066666666666665,5.803333333333334
5.118333333333333,5.841666666666667
5.13,5.880000000000001
5.141666666666667,5.918333333333334
5.153333333333333,5.956666666666667
5.165,5.995
5.176666666666667,6.033333333333333
5.1883333333333335,6.071666666666667
5.2,6.11
5.214166666666667,6.133333333333334
5.2283333333333335,6.156666666666667
5.2425,6.18
5.256666666666667,6.203333333333333
5.270833333333334,6.226666666666667
5.285,6.25
5.299166666666666,6.273333333333333
5.3133333333333335,6.296666666666667
5.327500000000001,6.32
5.341666666666667,6.343333333333333
5.355833333333333,6.366666666666666
5.37,6.39
5.3825,6.393333333333333
5.395,6.3966666666666665
5.4075,6.3999999999999995
5.42,6.403333333333333
5.4325,6.406666666666666
5.445,6.41
5.4575,6.413333333333333
5.47,6.416666666666666
5.4825,6.42
5.494999999999999,6.423333333333333
5.507499999999999,6.426666666666667
5.52,6.43
5.525833333333333,6.4125
5.531666666666666,6.395
5.5375,6.3774999999999995
5.543333333333333,6.359999999999999
5.549166666666666,6.342499999999999
5.555,6.324999999999999
5.560833333333333,6.3075
5.566666666666666,6.29
5.5725,6.2725
5.578333333333333,6.255
5.5841666666666665,6.2375
5.59,6.22
5.576666666666666,6.174166666666666
5.5633333333333335,6.128333333333333
5.55,6.0825
5.536666666666666,6.036666666666666
5.523333333333333,5.990833333333333
5.51,5.945
5.496666666666666,5.899166666666667
5.483333333333333,5.8533333333333335
5.47,5.8075
5.456666666666666,5.761666666666667
5.443333333333333,5.715833333333333
5.43,5.67
5.400833333333333,5.5775
5.371666666666666,5.484999999999999
5.342499999999999,5.3925
5.3133333333333335,5.3
5.284166666666667,5.2075
5.255,5.115
5.225833333333333,5.0225
5.196666666666666,4.93
5.1675,4.8374999999999995
5.138333333333334,4.744999999999999
5.109166666666667,4.6525
5.08,4.56
5.045,4.456666666666666
5.01,4.353333333333333
4.975,4.25
4.94,4.1466666666666665
4.905,4.043333333333333
4.87,3.9399999999999995
4.835,3.8366666666666664
4.8,3.733333333333333
4.765000000000001,3.63
4.73,3.5266666666666664
4.695,3.423333333333333
4.66,3.32
4.628333333333334,3.2316666666666665
4.596666666666667,3.143333333333333
4.565,3.0549999999999997
4.533333333333333,2.9666666666666663
4.501666666666667,2.878333333333333
4.470000000000001,2.79
4.4383333333333335,2.7016666666666667
4.406666666666667,2.6133333333333333
4.375,2.525
4.343333333333334,2.4366666666666665
4.3116666666666665,2.348333333333333
4.28,2.26
4.258333333333334,2.1916666666666664
4.236666666666666,2.123333333333333
4.215,2.0549999999999997
4.193333333333333,1.9866666666666666
4.171666666666667,1.9183333333333332
4.15,1.8499999999999999
4.128333333333333,1.7816666666666665
4.1066666666666665,1.7133333333333334
4.085,1.645
4.063333333333333,1.5766666666666667
4.041666666666666,1.5083333333333333
4.02,1.44
4.0175,1.4483333333333333
4.015,1.4566666666666666
4.012499999999999,1.4649999999999999
4.01,1.4733333333333334
4.0075,1.4816666666666667
4.005,1.49
4.0024999999999995,1.4983333333333333
4.0,1.5066666666666666
3.9975,1.5150000000000001
3.995,1.5233333333333334
3.9925,1.5316666666666667
3.99,1.54
3.9975,1.5791666666666666
4.005,1.6183333333333334
4.0125,1.6575
4.0200000000000005,1.6966666666666665
4.0275,1.7358333333333333
4.035,1.775
4.0425,1.8141666666666665
4.05,1.8533333333333333
4.0575,1.8924999999999998
4.065,1.9316666666666666
4.0725,1.9708333333333332
4.08,2.01
4.09,2.0591666666666666
4.1,2.1083333333333334
4.11,2.1574999999999998
4.12,2.2066666666666666
4.13,2.2558333333333334
4.140000000000001,2.3049999999999997
4.15,2.3541666666666665
4.16,2.4033333333333333
4.17,2.4525
4.18,2.501666666666667
4.19,2.5508333333333333
4.2,2.6
4.210833333333333,2.6391666666666667
4.221666666666667,2.6783333333333332
4.2325,2.7175000000000002
4.243333333333333,2.756666666666667
4.254166666666666,2.7958333333333334
4.265000000000001,2.835
4.275833333333334,2.8741666666666665
4.286666666666667,2.913333333333333
4.2975,2.9524999999999997
4.308333333333334,2.9916666666666667
4.319166666666667,3.0308333333333333
4.33,3.07
4.340833333333333,3.085833333333333
4.351666666666667,3.1016666666666666
4.3625,3.1174999999999997
4.373333333333333,3.1333333333333333
4.384166666666666,3.1491666666666664
4.395,3.165
4.405833333333334,3.180833333333333
4.416666666666667,3.1966666666666663
4.4275,3.2125
4.4383333333333335,3.228333333333333
4.449166666666667,3.2441666666666666
4.46,3.26
4.468333333333334,3.243333333333333
4.476666666666667,3.2266666666666666
4.484999999999999,3.21
4.493333333333333,3.1933333333333334
4.501666666666667,3.1766666666666667
4.51,3.16
4.518333333333333,3.143333333333333
4.526666666666666,3.1266666666666665
4.535,3.11
4.543333333333333,3.0933333333333333
4.551666666666666,3.0766666666666667
4.56,3.06
4.5616666666666665,3.0591666666666666
4.563333333333333,3.0583333333333336
4.5649999999999995,3.0575
4.566666666666666,3.0566666666666666
4.568333333333333,3.055833333333333
4.57,3.0549999999999997
4.571666666666666,3.0541666666666667
4.573333333333333,3.0533333333333332
4.575,3.0524999999999998
4.576666666666666,3.0516666666666667
4.578333333333333,3.0508333333333333
4.58,3.05
4.585833333333333,3.060833333333333
4.591666666666667,3.0716666666666663
4.5975,3.0825
4.6033333333333335,3.0933333333333333
4.609166666666667,3.1041666666666665
4.615,3.115
4.620833333333334,3.1258333333333335
4.626666666666667,3.1366666666666667
4.6325,3.1475
4.638333333333334,3.158333333333333
4.644166666666667,3.169166666666667
4.65,3.18
4.653333333333333,3.1825
4.656666666666667,3.185
4.66,3.1875
4.663333333333334,3.19
4.666666666666667,3.1925
4.67,3.1950000000000003
4.673333333333334,3.1975000000000002
4.676666666666667,3.2
4.680000000000001,3.2025
4.683333333333334,3.205
4.686666666666667,3.2075
4.69,3.21
4.689166666666667,3.1983333333333333
4.6883333333333335,3.1866666666666665
4.6875,3.175
4.6866666666666665,3.163333333333333
4.685833333333333,3.1516666666666664
4.6850000000000005,3.1399999999999997
4.684166666666667,3.1283333333333334
4.683333333333334,3.1166666666666667
4.6825,3.105
4.681666666666667,3.0933333333333333
4.680833333333333,3.0816666666666666
4.68,3.07
4.675833333333333,3.063333333333333
4.671666666666667,3.0566666666666666
4.6674999999999995,3.05
4.663333333333333,3.0433333333333334
4.659166666666667,3.0366666666666666
4.654999999999999,3.0300000000000002
4.650833333333333,3.0233333333333334
4.6466666666666665,3.0166666666666666
4.6425,3.0100000000000002
4.638333333333334,3.0033333333333334
4.634166666666666,2.996666666666667
4.63,2.99
4.618333333333333,2.9458333333333337
4.6066666666666665,2.901666666666667
4.595,2.8575
4.583333333333333,2.8133333333333335
4.571666666666666,2.769166666666667
4.5600000000000005,2.725
4.548333333333334,2.680833333333333
4.536666666666667,2.6366666666666667
4.525,2.5925000000000002
4.513333333333334,2.5483333333333333
4.501666666666667,2.5041666666666664
4.49,2.46
4.4725,2.4074999999999998
4.455,2.355
4.4375,2.3025
